code	english	code	malay
6493462	Tom and Mary would probably go to Boston with you if you asked them to.	9689287	Tom dan Mary mungkin akan pergi ke Boston bersama awak jika awak meminta mereka pergi.
6375623	Are you telling me you don't love me anymore?	9689290	Maksud awak, awak tidak mencintai saya lagi?
6228930	I thought Tom would be late.	9689297	Saya ingatkan Tom akan lambat.
5748430	I'm on the right team.	9689298	Saya dalam kumpulan yang betul.
5624037	We probably won't do that again until next October.	9689301	Mungkin kita tidak akan berbuat sedemikian lagi sehingga Oktober depan.
4013373	This will only take a second.	9689304	Ini tidak akan mengambil masa yang lama.
3424136	Tom put his mug of beer on the counter.	9689306	Tom meletakkan cawannya yang berisi bir di atas kaunter.
2662621	I'm sure if there was a problem, he would have called.	9689310	Saya pasti sekiranya ada masalah, dia pasti sudahpun menelefon.
2644908	Tom is a wanted criminal.	9689312	Tom ialah seorang penjenayah yang dikehendaki.
2009306	Tom's hiding something, too.	9689319	Tom juga sedang menyembunyikan sesuatu.
7156794	I've already made a lot of new friends here in Australia.	9695591	Saya telah berkenalan dengan ramai kawan di Australia ini.
7367588	I'm really impressed at your resourcefulness.	9695597	Saya benar-benar kagum dengan kebijaksanaan awak.
7113977	I sent Tom back to Boston.	9695599	Saya telah menghantar Tom balik ke Boston.
6666068	I have a meeting to go to.	9695602	Saya perlu menghadiri satu mesyuarat.
6439710	Tom could freeze to death.	9695603	Tom boleh mati kerana membeku.
6429809	Mary got on her horse.	9695609	Mary menaiki kudanya.
6272326	Tom and Mary met three years ago.	9695611	Tom dan Mary bertemu tiga tahun lalu.
6264996	Tom doesn't think Mary will be cooperative.	9695619	Tom tidak merasakan yang Mary akan memberi kerjasama.
3904981	I turned her down.	9695624	Saya menolak tawarannya.
3734709	There's no one in the classroom.	9695630	Tiada sesiapa berada di dalam kelas.
1868257	Tom hates you.	9695633	Tom membenci awak.
9423957	We have very strict rules about that.	9695640	Kita mempunyai peraturan yang ketat berkenaan perkara itu.
9408758	The plane is arriving.	9695642	Kapal terbang itu sedang mendarat.
9202968	We have two kidneys.	9695648	Kita ada dua buah pinggang.
8418349	How often do you get your hair cut?	9695664	Berapa kerapkah awak menggunting rambut?
8340711	Tom didn't want to cause a problem.	9695667	Tom tidak mahu mencetuskan sebarang masalah.
8247580	He's part of a large Muslim family.	9695674	Dia sebahagian daripada keluarga Muslim yang besar.
8112822	Tom and Mary seemed to enjoy each other's company.	9695676	Tom dan Mary kelihatan seperti mereka seronok bersama-sama.
8058154	Mennad went behind the curtain.	9695682	Mennad pergi ke belakang langsir.
7130534	Tom took back what he said about Mary.	9695691	Tom menarik balik apa yang diucapkannya tentang Mary.
6510339	Tom and Mary told me they won't do that anymore.	9695701	Tom dan Mary memberitahu saya yang mereka tidak akan berbuat sedemikian lagi.
6294024	We can't see other stars during the day because the sun's light illuminates Earth's atmosphere.	9695703	Kita tidak boleh melihat bintang-bintang yang lain pada waktu siang kerana cahaya matahari menerangi atmosfera Bumi.
6221401	Tom has never let me do that.	9695704	Tom tidak pernah membenarkan saya berbuat sedemikian.
5781631	How can I possibly help?	9695709	Bagaimana saya boleh membantu?
5504532	That's not Tom. That's John.	9695710	Itu bukan Tom. Itu John.
4189293	Adrenaline junkies love taking extreme risks.	9695712	Penggemar aktiviti lasak suka mengambil risiko yang ekstrem.
2944979	She thinks that song is too old to be sung nowadays.	9695714	Dia berpendapat bahawa lagu itu terlalu lapuk untuk dinyanyikan pada masa kini.
1102960	I have a pair of pears.	9695728	Saya ada dua biji buah pear.
687816	With the fever that you have you cannot go out of the house.	9695732	Kerana demam yang awak sedang hidapi, awak tidak dibenarkan keluar dari rumah.
312847	I do not think that she is at home.	9695736	Saya tidak rasa yang dia ada di rumah.
61178	Is there a live band or a DJ in this club?	9695737	Adakah terdapat sebarang kugiran atau DJ di kelab ini?
9315155	They didn't walk.	9695741	Mereka tidak berjalan.
8557532	That's beyond our control.	9695742	Perkara itu di luar kawalan kita.
8521289	He didn't remember her.	9695745	Dia tidak mengingatinya.
7466926	Mary works in a bookshop.	9695746	Mary bekerja di sebuah kedai buku.
7410361	They said they were mistaken.	9695751	Mereka berkata mereka tersilap.
7409430	They said they wanted revenge.	9695753	Mereka berkata mereka mahu membalas dendam.
7320945	Sami was attracted to me.	9695758	Sami jatuh hati kepada saya.
7155408	Tom seems to like Australia.	9695759	Nampaknya Tom menyukai Australia.
6502099	Tom and Mary told me they needed to buy a new computer.	9695766	Tom dan Mary memberitahu saya yang mereka perlu membeli sebuah komputer baharu.
6425088	Mary used to do that, didn't she?	9695769	Mary pernah berbuat sedemikian kan?
6419776	Usually Mary can get whatever she wants.	9695778	Selalunya Mary akan mendapat apa yang dihajatinya.
6407172	Mary said she wished she hadn't told Tom to show John how to do that.	9695794	Mary berkata dia menyesal kerana memberitahu Tom supaya mengajar John bagaimana untuk melakukannya.
6265238	Tom has told me he can do that.	9695802	Tom telah memberitahu saya yang dia mampu melakukannya.
6056965	We do not use force unless necessary.	9695805	Kita tidak akan menggunakan kekerasan selain jika ada keperluan.
5038784	Tom told Mary that he thought it wouldn't be good if she went there by herself.	9695818	Tom memberitahu Mary bahawa dia merasakan keadaan akan menjadi tidak selamat sekiranya dia pergi ke sana seorang diri.
3737139	I was hoping you'd be here today.	9695819	Saya jangkakan awak akan ada di sini hari ini.
3732279	It's clear that Tom isn't yet persuaded.	9695827	Masih jelas bahawa Tom masih belum berubah fikiran.
3396797	What were you hoping to buy?	9695828	Apa yang awak ingin beli?
2641049	Are you saying that your house is haunted?	9695836	Adakah awak mengatakan yang rumah awak berhantu?
2276065	I don't hear any voices.	9695838	Saya tidak mendengar sebarang suara pun.
9353725	Not many people attended the lecture.	9695844	Tidak rama orang menghadiri syarahan itu.
9178605	You were cold, weren't you?	9695848	Awak sedang kesejukan kan?
8479454	He moved closer.	9695857	Dia semakin mendekati.
8321622	His daughter just died a year ago.	9695859	Anak perempuannya baru saja meninggal dunia setahun lalu.
7984830	Why didn't you tell us what you knew?	9695865	Mengapa awak tidak memberitahu kami apa yang awak tahu?
6828281	Potatoes, figs, and coffee are my favorite foods.	9695870	Ubi kentang, buah ara dan kopi adalah makanan kegemaran saya.
6783926	I heard my dog panting.	9695877	Saya mendengar anjing saya tercungap-cungap.
6716124	I could be the first one to do that.	9695889	Mungkin saya boleh menjadi orang pertama yang berbuat sedemikian.
6522557	Tom and Mary ate what they wanted.	9695895	Tom dan Mary memakan apa yang mereka mahukan.
6263510	Tom told Mary that he was afraid to do that.	9695898	Tom memberitahu Mary yang dia takut berbuat sedemikian.
5485273	Don't tell Tom and Mary.	9695907	Jangan beritahu Tom dan Mary.
4501992	Everybody seems very happy.	9695910	Semua orang kelihatan sangat gembira.
2644776	Tom was a friend of mine.	9695917	Tom ialah kawan saya.
2643937	Tom made Mary some cookies.	9695919	Tom membakar biskut untuk Mary.
2627941	It's only a stone's throw away from where I was born.	9695922	Ia berhampiran dengan tempat di mana saya dilahirkan.
2544341	I won't be here next month.	9695924	Saya tidak akan berada di sini bulan hadapan.
9465162	Be content with that.	9695927	Bersyukurlah.
6794597	It's my fault!	9695928	Ini semua salah saya!
9400048	I don't remember visiting Australia.	9695934	Saya tidak ingat pernah mengunjungi Australia.
265740	Charles lived a life of debauchery when he was young.	9695936	Charles menjalani hidup penuh dosa semasa masa mudanya.
8272004	That's the first time that that has happened.	9695940	Itu merupakan pertama kali kejadian itu berlaku.
7876831	My family is in Kabylie.	9695941	Keluarga saya menetap di Kabylie.
7228477	I don't think Tom would be stupid enough to do that by himself.	9695946	Saya tidak rasa Tom akan terlalu bodoh sehingga sanggup melakukannya secara bersendirian.
8015781	You are a perfect gentleman.	9699545	Awak adalah seorang lelaki budiman yang sebenar.
7849798	You can have as much as you want.	9699547	Awak boleh ambil sebanyak mana yang awak mahu.
7156589	Sami wasn't allowed to speak.	9699550	Sami tidak dibenarkan bercakap.
6432244	Tom went out drinking with his friends last night.	9699552	Tom keluar minum bersama rakan-rakannya malam semalam.
6232064	Doing that made Tom sick.	9699557	Berbuat sedemikian menyebabkan Tom jatuh sakit.
6096904	You should tell Tom that Mary is going to do that.	9699558	Awak perlu beritahu Tom yang Mary akan berbuat sedemikian.
6229462	I don't care what Tom wears.	9700484	Saya tidak peduli apa yang Tom sedang pakai.
4494080	Tom was in a bike accident.	9700485	Tom terlibat dengan kemalangan basikal.
3281657	We're just wasting time.	9700488	Kita ini cuma membuang masa.
2712673	I'm very grateful to you for your advice.	9700491	Saya berterima kasih atas nasihat awak.
312953	She is anxious to go abroad.	9700492	Dia tidak sabar untuk ke luar negara.
8960747	Are you totally sure it was yesterday?	9700495	Awak benar-benar pasti ia berlaku semalam?
7111067	I hope that Tom isn't troubled by that.	9700496	Saya harap Tom tidak terbeban dengan perkara itu.
6437370	Tom now has a job that pays well.	9700502	Kini Tom mempunyai pekerjaan yang bergaji lumayan.
6256703	I'm willing to buy that for you.	9700503	Saya sanggup membelikannya untuk awak.
6097165	The text was from Layla.	9700506	Mesej itu daripada Layla.
4011830	Perhaps Tom was wrong.	9700507	Mungkin Tom salah.
3330415	I think I know who the other guy is.	9700508	Saya rasa saya tahu siapa lelaki lain itu.
2809841	Some women are bad.	9700519	Sesetengah wanita sememangnya jahat.
2717875	He was arrested for misappropriating public funds.	9700520	Dia ditahan kerana menyalahgunakan dana awam.
2547251	I'll shine your shoes.	9700521	Saya akan mengilatkan kasut awak.
1848703	She's a powerful demon.	9700524	Dia seekor jembalang yang kuat.
1019956	She never wears green.	9700525	Dia tidak pernah memakai pakaian berwarna hijau.
7508966	Tom swore that he didn't do that more than once.	9700530	Tom bersumpah bahawa dia tidak pernah melakukannya lebih dari sekali.
8988685	Tom probably isn't going to be here tomorrow.	9700532	Tom mungkin tidak akan berada di sini esok.
8053219	You stole my phone.	9700537	Awak telah mencuri telefon saya.
7844567	I still have a lot of work I need to do before I can go home.	9700540	Masih banyak kerja yang perlu saya buat sebelum saya boleh pulang ke rumah.
7538708	Tom asked Mary to water the flowers of his garden while he was away.	9700548	Tom meminta Mary menyiram bunga di kebunnya semasa ketiadaannya.
7398468	He says he won't do that today.	9700550	Dia berkata bahawa dia tidak akan melakukannya hari ini.
7398268	She told me she was all worn out.	9700556	Dia memberitahu saya yang dia benar-benar letih.
7240534	I know Tom doesn't know who I am.	9700558	Saya tahu Tom tidak mengenali saya.
7120475	There's a phone call for you from Tom.	9700563	Ada panggilan untuk awak dari Tom.
6228051	How many more years do you think Tom will have to do that?	9700567	Berapa tahun lagi awak rasa Tom akan terpaksa melakukannya?
5657589	I wonder if that was the point.	9700578	Saya ingin tahu sama ada itukah maksudnya.
4427176	Stop. This is not funny.	9700582	Berhenti. Ini tidak kelakar.
3733277	Nobody will care.	9700584	Tiada siapa pun akan kisah.
1885164	The thief hid in the dark doorway.	9700589	Pencuri itu bersembunyi di dalam laluan yang gelap.
1157753	Take the money before the police come!	9700591	Ambil wang ini sebelum pihak polis muncul!
9456806	Tom, like me, is an artist.	9700597	Seperti saya, Tom juga seorang artis.
272479	I think I've lost my ticket.	9700598	Saya rasa tiket saya sudah hilang.
245636	The child sat on his mother's lap and listened to the story.	9700604	Kanak-kanak itu duduk di ribaan ibunya dan mendengar cerita itu.
8836402	I like this one, too.	9700605	Saya juga sukakan yang ini.
7543020	Tom was supposed to do that for us.	9700610	Tom yang sepatutnya melakukan perkara itu untuk kita.
7394864	She knows what she's supposed to do.	9700613	Dia tahu apa yand dia perlu lakukan.
6523160	Are Tom and Mary awake?	9700617	Sudahkah Tom dan Mary bangun tidur?
3909161	Let's take him with us.	9700618	Mari bawa dia bersama kita.
3736761	Tom tried to remember where he had put his passport.	9700623	Tom cuba mengingati di mana dia meletakkan pasportnya.
3059126	"What's your name?" "Tom." "What's the rest of your name?" "My name is Tom, just Tom."	9700628	"Siapa nama awak?" "Tom." "Apa nama awak yang selebihnya?" "Nama saya Tom, Tom sahaja."
1556995	Last Saturday, I went with my family to the zoo to see the pandas.	9700631	Sabtu lepas, saya bersama keluarga saya pergi ke zoo untuk melihat beruang panda.
954370	There have been a lot of complaints about your behavior.	9700632	Telah ada banyak aduan mengenai perilaku awak.
731753	Peter and Eve make a lovely couple.	9700637	Peter dan Eve kelihatan secocok.
563197	Come sing with me.	9700639	Mari menyanyi dengan saya.
4962871	What else are they hiding?	9700644	Apa lagi yang mereka sembunyikan?
9155878	We both play golf.	9700645	Kami berdua suka bermain golf.
8479478	He rented a car.	9700648	Dia menyewa sebuah kereta.
